湖南频道,#genre#
CCTV-10,http://113.83.248.110:4200/rtp/239.77.1.113:5146$1920x1080
CCTV-10,http://113.83.248.110:4200/rtp/239.77.0.134:5146$1920x1080
CCTV-10,http://113.83.248.110:4200/rtp/239.77.0.39:5146$720x576
CCTV-11,http://113.83.248.110:4200/rtp/239.77.1.238:5146$1920x1080
CCTV-11,http://113.83.248.110:4200/rtp/239.77.1.42:5146$720x576
CCTV-11,http://113.83.248.110:4200/rtp/239.77.0.40:5146$720x576
CCTV-11,http://113.66.41.152:10000/rtp/239.77.0.40:5146$720x576
CCTV-11,http://113.87.227.200:5000/rtp/239.77.1.42:5146$720x576
CCTV-11,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8$426x240
CCTV-12,http://113.83.248.110:4200/rtp/239.77.1.109:5146$1920x1080
CCTV-12,http://113.83.248.110:4200/rtp/239.77.0.136:5146$1920x1080
CCTV-12,http://113.83.248.110:4200/rtp/239.77.1.10:5146$1920x1080
CCTV-12,http://113.83.248.110:4200/rtp/239.77.0.41:5146$720x576
CCTV-12,http://113.66.41.152:10000/rtp/239.77.0.41:5146$720x576
CCTV-13,http://113.83.248.110:4200/rtp/239.77.0.188:5146$1920x1080
CCTV-13,http://113.87.227.200:5000/rtp/239.253.43.196:5146$1920x1080
CCTV-13,http://113.83.248.110:4200/rtp/239.77.0.42:5146$720x576
CCTV-13,http://113.87.227.200:5000/rtp/239.77.0.42:5146$720x576
CCTV-13,http://113.66.41.152:10000/rtp/239.77.0.42:5146$720x576
CCTV-13,http://stream.smntv.cn/smtv1/playlist.m3u8$320x240
CCTV-14,http://113.83.248.110:4200/rtp/239.77.1.161:5146$1920x1080
CCTV-14,http://113.83.248.110:4200/rtp/239.77.0.133:5146$1920x1080
CCTV-14,http://113.83.248.110:4200/rtp/239.77.0.43:5146$720x576
CCTV-14,http://113.66.41.152:10000/rtp/239.77.0.43:5146$720x576
CCTV-14,http://113.94.58.61:10010/rtp/239.77.0.43:5146$720x576
CCTV-15,http://113.83.248.110:4200/rtp/239.77.1.239:5146$1920x1080
CCTV-15,http://113.83.248.110:4200/rtp/239.77.0.44:5146$720x576
CCTV-15,http://113.66.41.152:10000/rtp/239.77.0.44:5146$720x576
CCTV-16,http://113.83.248.110:4200/rtp/239.77.1.98:5146$3840x2160
CCTV-16,http://113.83.248.110:4200/rtp/239.77.0.165:5146$1920x1080
CCTV-16,http://113.83.248.110:4200/rtp/239.77.1.76:5146$1920x1080
CCTV-16,http://113.66.41.152:10000/rtp/239.77.0.165:5146$1920x1080
CCTV-16,http://114.243.99.53:4000/rtp/239.3.1.184:8001$1920x1080
CCTV-17,http://113.83.248.110:4200/rtp/239.77.0.198:5146$1920x1080
CCTV-17,http://113.83.248.110:4200/rtp/239.77.0.115:5146$720x576

卫视频道,#genre#
广东卫视,http://113.83.248.110:4200/rtp/239.77.1.19:5146$1920x1080
广东卫视,http://218.15.214.115:10000/udp/239.77.0.84:5146$1920x1080
广东卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024060903.m3u8$1920x1080
广东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265034/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265034&livemode=1&stbId=3$1920x1080
广东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000014176/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3$1920x1080
广东卫视,http://metatvpro.xyz:25461/W1045/4329/417$1280x720
广东卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024060902.m3u8$1280x720
广东卫视,http://113.87.227.200:5000/rtp/239.77.0.2:5146$720x576
广东卫视,http://113.83.248.110:4200/rtp/239.77.0.2:5146$720x576
浙江卫视,http://113.83.248.110:4200/rtp/239.77.0.125:5146$1920x1080
浙江卫视,http://113.87.227.200:5000/rtp/239.77.1.150:5146$1920x1080
浙江卫视,http://113.83.248.110:4200/rtp/239.77.1.33:5146$1920x1080
浙江卫视,http://113.83.248.110:4200/rtp/239.77.0.89:5146$1920x1080
浙江卫视,http://113.87.227.200:5000/rtp/239.77.1.33:5146$1920x1080
浙江卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054703.m3u8$1920x1080
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$1920x1080
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000007275/1.m3u8?channel-id=bestzb&Contentid=5000000004000007275&livemode=1&stbId=3$1920x1080
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265031/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=3$1920x1080
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000014260/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3$1920x1080
浙江卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054702.m3u8$1280x720
浙江卫视,http://metatvpro.xyz:25461/W1045/4329/412$1280x720
湖南卫视,http://113.83.248.110:4200/rtp/239.77.0.127:5146$1920x1080
湖南卫视,http://113.83.248.110:4200/rtp/239.77.0.88:5146$1920x1080
湖南卫视,http://113.83.248.110:4200/rtp/239.77.1.5:5146$1920x1080
湖南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054803.m3u8$1920x1080
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265024/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265024&livemode=1&stbId=3$1920x1080
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006692/1.m3u8?channel-id=bestzb&Contentid=5000000004000006692&livemode=1&stbId=3$1920x1080
湖南卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054802.m3u8$1280x720
北京卫视,http://113.83.248.110:4200/rtp/239.77.1.4:5146$1920x1080
北京卫视,http://113.83.248.110:4200/rtp/239.77.1.151:5146$1920x1080
北京卫视,http://113.83.248.110:4200/rtp/239.77.0.91:5146$1920x1080
北京卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024052703.m3u8$1920x1080
北京卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024052703.m3u8$1920x1080
北京卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265027/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3$1920x1080
北京卫视,http://metatvpro.xyz:25461/W1045/4329/410$1280x720
湖北卫视,http://113.83.248.110:4200/rtp/239.77.0.128:5146$1920x1080
湖北卫视,http://113.83.248.110:4200/rtp/239.77.1.93:5146$1920x1080
湖北卫视,http://113.87.227.200:5000/rtp/239.77.1.174:5146$1920x1080
湖北卫视,http://113.83.248.110:4200/rtp/239.77.0.95:5146$1920x1080
湖北卫视,http://metatvpro.xyz:25461/W1045/4329/415$1920x1080
湖北卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171203.m3u8$1920x1080
湖北卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265023/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265023&livemode=1&stbId=3$1920x1080
湖北卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000024621/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=3$1920x1080
湖北卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171202.m3u8$1280x720
黑龙江卫视,http://113.83.248.110:4200/rtp/239.77.0.124:5146$1920x1080
黑龙江卫视,http://113.83.248.110:4200/rtp/239.77.1.179:5146$1920x1080
黑龙江卫视,http://113.83.248.110:4200/rtp/239.77.0.93:5146$1920x1080
黑龙江卫视,http://113.66.41.152:10000/rtp/239.77.0.93:5146$1920x1080
黑龙江卫视,http://metatvpro.xyz:25461/W1045/4329/414$1920x1080
黑龙江卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061003.m3u8$1920x1080
黑龙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265029/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265029&livemode=1&stbId=3$1920x1080
黑龙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001925/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3$1920x1080
黑龙江卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061002.m3u8$1280x720
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8$720x576
安徽卫视,http://113.83.248.110:4200/rtp/239.77.1.92:5146$1920x1080
安徽卫视,http://113.83.248.110:4200/rtp/239.77.0.183:5146$1920x1080
安徽卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171403.m3u8$1920x1080
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265025/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3$1920x1080
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000030159/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3$1920x1080
安徽卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171402.m3u8$1280x720
重庆卫视,http://113.83.248.110:4200/rtp/239.77.1.162:5146$1920x1080
重庆卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061103.m3u8$1920x1080
重庆卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265017/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=3$1920x1080
重庆卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001096/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001096&livemode=1&stbId=3$1920x1080
重庆卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061102.m3u8$1280x720
重庆卫视,http://metatvpro.xyz:25461/W1045/4329/426$1280x720
东方卫视,http://113.83.248.110:4200/rtp/239.77.1.218:5146$1920x1080
东方卫视,http://113.83.248.110:4200/rtp/239.77.0.98:5146$1920x1080
东方卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054503.m3u8$1920x1080
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000014098/1.m3u8?channel-id=bestzb&Contentid=5000000004000014098&livemode=1&stbId=3$1920x1080
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265018/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265018&livemode=1&stbId=3$1920x1080
东方卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054502.m3u8$1280x720
东南卫视,http://113.83.248.110:4200/rtp/239.77.1.104:5146$1920x1080
东南卫视,http://113.87.227.200:5000/rtp/239.77.0.146:5146$1920x1080
东南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061503.m3u8$1920x1080
东南卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265033/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265033&livemode=1&stbId=3$1920x1080
东南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3$1920x1080
东南卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061502.m3u8$1280x720
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$1920x1080
甘肃卫视,http://113.83.248.110:4200/rtp/239.77.1.57:5146$720x576
甘肃卫视,http://113.87.227.200:5000/rtp/239.77.1.57:5146$720x576
甘肃卫视,http://metatvpro.xyz:25461/W1045/4329/423$720x576
广西卫视,http://113.83.248.110:4200/rtp/239.253.43.36:5146$1920x1080
广西卫视,http://www.dsmcloud.top:8888/udp/239.81.0.107:4056$1920x1080
广西卫视,http://113.83.248.110:4200/rtp/239.77.0.139:5146$1920x1080
广西卫视,http://171.107.72.19:4000/udp/239.81.0.107:4056$1920x1080
广西卫视,http://113.87.227.200:5000/rtp/239.77.0.139:5146$1920x1080
广西卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3$1920x1080
广西卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024060703.m3u8$1920x1080
广西卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024060702.m3u8$1280x720
广西卫视,http://metatvpro.xyz:25461/W1045/4329/420$720x576
贵州卫视,http://113.83.248.110:4200/rtp/239.77.1.221:5146$1920x1080
贵州卫视,http://113.83.248.110:4200/rtp/239.77.0.230:5146$1920x1080
贵州卫视,http://113.87.227.200:5000/rtp/239.77.0.230:5146$1920x1080
贵州卫视,http://59.38.62.147:2052/rtp/239.77.0.230:5146$1920x1080
贵州卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061603.m3u8$1920x1080
贵州卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000025843/1.m3u8?channel-id=bestzb&Contentid=5000000004000025843&livemode=1&stbId=3$1920x1080
贵州卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061602.m3u8$1280x720
海南卫视,http://113.83.248.110:4200/rtp/239.253.43.35:5146$1920x1080
海南卫视,http://113.87.227.200:5000/rtp/239.253.43.35:5146$1920x1080
海南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024055603.m3u8$1920x1080
海南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006211/1.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3$1920x1080
海南卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024055602.m3u8$1280x720
河北卫视,http://113.83.248.110:4200/rtp/239.77.1.214:5146$1920x1080
河北卫视,http://113.83.248.110:4200/rtp/239.77.0.148:5146$1920x1080
河北卫视,http://113.87.227.200:5000/rtp/239.77.1.214:5146$1920x1080
河北卫视,http://113.87.227.200:5000/rtp/239.77.0.148:5146$1920x1080
河北卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171503.m3u8$1920x1080
河北卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3$1920x1080
河北卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171502.m3u8$1280x720
河南卫视,http://113.83.248.110:4200/rtp/239.77.1.229:5146$1920x1080
河南卫视,http://113.83.248.110:4200/rtp/239.77.0.17:5146$1920x1080
河南卫视,http://113.87.227.200:5000/rtp/239.77.0.17:5146$1920x1080
河南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024059703.m3u8$1920x1080
河南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031119/1.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3$1920x1080
河南卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024059702.m3u8$1280x720
吉林卫视,http://113.83.248.110:4200/rtp/239.77.0.150:5146$1920x1080
吉林卫视,http://113.83.248.110:4200/rtp/239.77.1.111:5146$1920x1080
吉林卫视,http://113.87.227.200:5000/rtp/239.77.0.150:5146$1920x1080
吉林卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031117/1.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3$1920x1080
吉林卫视,https://pulltv1.wanfudaluye.com/live/tv1.m3u8$1280x720
江苏卫视,http://183.31.11.72:8000/rtp/239.77.1.149:5146$1920x1080
江苏卫视,http://113.83.248.110:4200/rtp/239.77.0.90:5146$1920x1080
江苏卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171103.m3u8$1920x1080
江苏卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265030/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265030&livemode=1&stbId=3$1920x1080
江苏卫视,http://metatvpro.xyz:25461/W1045/4329/413$1280x720
江苏卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171102.m3u8$1280x720
江西卫视,http://113.83.248.110:4200/rtp/239.77.1.219:5146$1920x1080
江西卫视,http://113.83.248.110:4200/rtp/239.77.0.149:5146$1920x1080
江西卫视,http://113.87.227.200:5000/rtp/239.77.0.149:5146$1920x1080
江西卫视,http://metatvpro.xyz:25461/W1045/4329/419$1920x1080
江西卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061703.m3u8$1920x1080
江西卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265032/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=3$1920x1080
江西卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000006000268001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268001&livemode=1&stbId=3$1920x1080
江西卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061702.m3u8$1280x720
辽宁卫视,http://113.87.227.200:5000/rtp/239.77.0.123:5146$1920x1080
辽宁卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171303.m3u8$1920x1080
辽宁卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265022/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265022&livemode=1&stbId=3$1920x1080
辽宁卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000011671/1.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3$1920x1080
辽宁卫视,http://metatvpro.xyz:25461/W1045/4329/416$1280x720
